MK_Type,Sheet,Client,Country,Service_date,Reason_for_Service,RemScan_Serial,User_ID,User_Password,Background_Cap,Polystyrene_PS_Cap,SNR_1142_1042_cm1,SNR_2600_2500_cm1,Centre_burst_intensity,Single_beam_spectrum_4200_4500,Single_beam_spectrum_2600_3000
mk1,MY16262013 Nov-21,Roy Hill,Australia,2021-11-03,Tablet upgrade,MY16262013,,,3600,3300,5068.5,2482.5,3605497.5,1.6086991844646275,6.5880630672805935
mk1,MY18102007 Sep-21,Shell via Arililin (Nigeria),Nigeria ,2021-09-30,Annual Service,MY18102007,,,6680,6000,5601.62,4037.25,21400,1.5966096265471588,9.772427173881471
mk1,MY16332014 Sep-21,Roy Hill,Australia ,2021-09-21,Tablet Upgrade,MY16332014,,,4670,4000,4832.83,2619.32,21400,0.9610917279299956,7.9611209631068975
mk2,MY2220TS01 return from TAS,Demo,Italy,2022-07-19,,MY2220TS01,,,,,38965,29100.4,,,
mk1,MY1401001 side test left,AECOM ,Taiwan,2021-08-26,rough handling test on side,MY14010001,,,5480,4580,4926,3624,21400,1.4952177449470878,9.037244023857479
mk1,MY1401001 side test right,AECOM ,Taiwan,2021-08-26,,MY14010001,,,5174,4785,5011.5,2956.2,21400,1.1221522231741272,8.444061327009514
mk1,MY1401001 drop test,AECOM ,Taiwan,2021-08-25,,MY14010001,,,5650,5420,5014,3442.19,21400,1.2392449162148833,8.68768085619149
mk1,MY1401001 predelivery final che,AECOM ,Taiwan,2021-08-25,,MY14010001,,,4950,4650,4689.049,3313.34,21400,1.2392449162148833,8.68768085619149
mk1,MY1401001 return from repair,AECOM ,Taiwan,2021-08-18,,MY14010001,,,5516,4850,4245,2692,21400,1.2643306013626403,8.489813879336792
mk1,MY18272011,,Nigeria ,2019-06-27,,MY18272011,,,6780,,5274.1951,3321.2819,21400,1.4902107941997655,9.254400913634909
mk1,MY18272013,,China ,2019-06-26,,MY18272013,,,7160,,5559.2352,3907.5575,24000,1.8266891224114796,9.534094830754004
mk1,MY17092001,,Indonesia,2019-06-26,,MY17092001 ,,,7550,,6120,4104,2636388,1.0976561512305156,9.321984251571042
mk1,MY18292005,,Indonesia,2019-06-26,,MY18292005,,,6450,,5541.3393,3960.8946,22875,1.7306693673605278,9.097836006842847
mk1,MY18292011,,Indonesia,2019-06-26,,MY18292011,,,7250,,4251.351,3092.6404,20645,1.0976561512305156,9.321984251571042
mk1,768 return 28 July 2021,s,Indonesia,2021-07-29,,,,,5930,5080,4969.14,3905,20980,1.7491884221258989,9.757609148739425
mk1,MY19402014 pre-deliver ,"UN, UN2014",Indonesia,2021-07-15,,MY19402014,,,6770,6700,5513.0475,4480.68,20980,2.0681953818946823,9.869327026079132
mk1,MY20452012 pre-deliver,"UN, UN2012",Indonesia,2021-07-14,,MY20452012,,,6290,4760,5296,4112.79,20980,1.6508576877465333,9.555847446929254
mk1,MY18352007,,Indonesia,2019-06-26,,MY18352007,,,5780,,5586.0155,2857.3538,20980,0.8562222410515564,7.920808159671737
mk1,MY19192002,,Indonesia,2019-06-24,,MY19192002,,,7863,,6395.7106,4096.2138,25230,1.4002844428030699,9.024333787680575
mk1,MY18102007,,Indonesia,2019-05-13,,MY19192002,,,8260,,5937,4525,25840,1.710514259088262,9.871251786701423
mk1,MY19242001_a,,Italy ,2019-08-30,,MY19242001,,,8175,,6805.8201,5126.1945,26950,1.890044405786636,9.714014529556197
mk1,US13041576B,Chevron WA,Australia,2019-09-02,,US13041576B,,,6450,,4479.1456,2738.334,20980,1.4092436925404817,8.725813867082783
mk1,MY16332012_a,Demo,France,2019-09-12,,MY16332012,,,5275,,4696.0047,3023.6209,27230,1.173774913046168,8.890886896392578
mk1,MY16442017,Shell Nigeria,Nigeria ,2019-05-17,,MY16442017,,,5380,,4870.78,3530,22110,1.505136568570774,8.92504967921896
mk1,MY14080001_a,Shell Nigeria,Nigeria ,2019-05-19,,MY16442017,,,6040,,2021.55,1591,22110,1.6074300083502382,9.674495285084442
mk1,MY18372004,Cardno Vic,Australia,2019-06-24,,MY18372004,,,6050,,4885.8238,2756.1557,26565,1.2039126450354145,8.204209404798519
mk1,MY14150002,FMG WA,Australia,2019-10-18,,MY14150002,,,5950,,5130.0853,3515.0795,6320701,1.6231081786241324,8.92385490790918
mk1,US12341306B,Chevron WA,Australia,2019-10-18,,US12341306B,,,5300,,4547.7651,3296.4364,2433684.25,1.8083089837715405,9.614589644552675
mk1,MY19342009,TBA,Australia,2019-10-28,,MY19342009,,,6850,,6041.8005,3734.6838,2609718,1.3653984527836438,8.619610327559514
mk1,MY19242002,TBA,Australia,2019-10-29,,MY19242002,,,5800,,5529.0785,4776.7672,6768446,2.117771467503408,10.162677965413508
mk1,MY19342008,TBA,Australia,2019-10-29,,MY19342008,,,8250,,6644.2872,5298.1812,6496588,2.3665011318196676,10.024123410919298
mk1,MY14080001_b,Shell Nigeria,Nigeria ,2020-01-06,,MY14080001,,,6550,,4885.2469,3965.2783,3891415,1.8241269027168043,9.677167281392771
mk1,MY16152010,ALS Indonesia,Indonesia,2020-01-09,,MY16152010,,,4750,,2940.7931,2572.4625,3263455.5,1.079235574093172,6.706700838843502
mk1,MY16152011,ALS Indonesia,Indonesia,2020-01-11,,MY16152011,,,6800,,6042.3324,4236.4462,3459323.75,1.575479833968369,8.55173187190736
mk1,MY16152013,ALS,Indonesia,2020-01-09,,MY16152013,,,3800,,4343.7775,1570.2765,3544854,0.9641231165921554,6.1624908651958
mk1,MY16262012,ALS,Indonesia,2020-01-11,,MY16262012,,,6695,,3657.8624,4062.6358,3149093.5,1.7230960667903992,9.327499892283283
mk1,MY16262014,ALS Indonesia,Indonesia,2020-01-09,,MY16262014,,,3950,,4089,1517.3605,2958931.25,0.9642546907819997,6.709667100853091
mk1,MY16332015,ALS Indonesia,Indonesia,2020-01-09,,MY16332015,,,6400,,5429,3486,3326085.5,1.272070414215259,8.940969669899605
mk1,MY17072019,ALS Malaysia,Malaysia ,2020-01-15,,MY17072019,,,8400,,7218.4797,6003.523,3345747.25,1.7836107809726913,10.378463473493222
mk1,MY17092002,ALS Indonesia,Indonesia,2020-01-10,,MY17092002,,ALS2002,6900,,5665.9897,4109.8004,2802270,1.4310856049945877,9.363500174409655
mk1,MY17092003,ALS Malaysia,Malaysia,2020-01-15,,MY17092003,,,5600,,4517.6518,2524.8173,3369643.5,1.1807130501233685,8.077690655330477
mk1,MY17292010,ALS Indonesia,Indonesia,2020-01-09,,MY17292010,,,7600,,5674,3905,2667861.75,1.5998052721443963,9.037653144230584
mk1,MY18102008,ALS Indonesia,Indonesia,2020-01-10,,MY18102008,,,7500,,5930.8793,4239.757,3908251,1.6873956482886403,9.583293492137273
mk1,US12211129B,ALS,Indonesia,2020-01-12,,US12211129B,,,5850,,4243.1424,3162.3602,3450234.75,1.1082773161635882,9.013087331367862
mk1,MY19242001_b,TBA,Australia,2020-02-03,,MY19242001,,,6450,,5501.5308,3448.2585,6054109,1.0039928215184188,8.26449785564632
mk1,US11380768B,Ziltek,Australia,2020-02-03,,US11380768B,,,6250,,4484.5764,3351.3506,2920548.75,1.2582493682163818,9.086043278541034
mk1,MY16332012_c,Demo,USA,2020-08-05,,MY16332012,,,5150,,4398.2775,2101.41,27230,1.9860669371210278,8.016051286402414
mk1,MY16332012_b,Demo,Australia,2020-02-07,,MY16332012,,,5450,,5027.093,3429.3453,27230,1.4206660084822362,8.943296989392147
mk1,US11380768_Mar2020,Ziltek,Australia,2020-03-26,,US11380768,,,5940,,5752.1083,4049.8542,2814811.5,1.6398765031371412,9.680021916173382
mk1,MY18272014,Ziltek,Australia,2020-05-18,,MY18272014,,,6600,,5848.0177,4798.905,3832770.5,1.935770412337134,9.86988396342988
mk1,MY19402014,Ziltek,Australia,2020-05-18,,MY19402014,,,6600,,6040.1845,4383.5238,4458769.5,2.0257084655022926,9.728230348547397
mk1,MY16332014,Roy Hill,Australia,2020-09-14,,MY16332014,,,4550,,4726.2,3219.65,2753432,1.209900220667775,8.556549726628102
mk1,MY18372004_Oct2020,Cardno,Australia,2020-10-14,,MY18372004,,,4630,,4402.01,2166,1053693.875,1.5357810340684832,7.287389957510573
mk1,Last,,,,,,,,,,,,,,
mk2,Averages,,,,,,,,,,,,,,
mk2,New ,,,,,,TBA,TBA,,,,,,,
mk2,predelivery MY2239TS01,ADD,Italy,2023-03-29,pre-delivery,MY2239TS01,TBA,TBA,5850,6000,34438.3,23432.1,,0.8777502989749643,7.532495097397622
mk2,predelivery MY2239TS04,Heisco1,Kuwait,2023-03-02,Preshipping,MY2239TS04,TBA,TBA,4800,5000,37269.9,28304.7,,1.2231071445064305,8.304399319497074
mk2,predelivery MY2238TS03,Heisco,Kuwait,2023-06-03,predelivery,MY2238TS03,KOC,2238,4650,5470,32796.433,22694.25,2823971.5,0.8090871360984542,7.738436397570812
mk2,MY2239TS04,TBA,Australia,2022-10-26,receival from Agilent,MY2239TS04,TBA,TBA,5050,6800,39218.4,27834.2,2557247.25,1.2061034252167162,8.201110013143769
mk2,MY2142TS02 2023,ETC (KOC),Kuwait,2023-01-05,,MY2142TS02,TBA,TBA,5300,8600,33390.28,29621.47,,2.0521920773537468,9.16454522666253
mk2,MY2238TS03,TBA,Australia,2022-10-07,Arrival from Agilent,MY2238TS03,TBA,TBA,4800,6300,26277.3,22434.5,24196505371.174953,0.8382377595304417,7.667426597520728
mk2,MY2237TS01,TBA,Australia,2022-09-23,Receival from Agilent,MY2237TS01,TBA,TBA,4800,6400,31923.86,26024.5,2909694.25,1.4807986325035125,8.779609230235407
mk2,MY2225TS01 predelivery,Heisco,Kuwait,2022-09-21,Pre-delivery to client,MY2225TS01,KOC,2225,6100,8100,32196.41,18577.31,27590013218.158974,1.3080351815941655,8.761458404844145
mk2,post delivery MY2226TS01,Enviro 3D,Canada,2022-10-03,post delivery,MY2226TS01,Enviro,2226,5100,6300,32009.69,22125,27699216689.888954,1.4562396200259378,8.194691028315502
mk2,MY2237TS01 post vibrating,TBA,Kuwait,2022-10-05,RemScan vibrated strangely,MY2237TS01,TBA,TBA,,,24186,22851,,,
mk2,MY2239TS01 rerun,TBA,Australia,2022-10-25,rerun of first test,MY2239TS01,TBA,TBA,5640,6000,32779.43,22731,26980211489.487938,0.8397576538207487,7.4338548894676055
mk2,MY2239TS01,TBA,Australia,2022-10-25,Arrived from Agilent,MY2239TS01,TBA,TBA,5500,5800,31678.3,22639.79,26727886349.593956,0.8364612630635359,7.349059586336653
mk2,MY2226TS01 predelivery,Enviro 3D,Canada,2022-09-08,Pre-delivery to Client,MY2226TS01,,,4900,5800,34588,21699,2451044.25,1.4562396200259378,8.194691028315502
mk2,MY2226TS01 ,TBA,Australia ,2022-07-07,Incoming from Agilent,MY2226TS01,,,4500,4900,34980,22133.67,2505707.25,1.4297282143648098,8.123495224211212
mk2,MY2225TS01,TBA,Australia,2022-07-07,Incoming from Agilent,MY2225TS01,,,5990,6880,34004,21072,27338312251.084938,1.322796415443124,8.746757495628147
mk2,MY2216TS03,TBA,Australia,2022-06-02,Recieval from Agilent,MY2216TS03,,,6458,8296,35633,31176,2656104.5,1.7796286935958778,9.153987191062976
mk2,MY2220TS01,TBA,Australia,2022-06-02,Recieval from Agilent,MY2220TS01,,,5212,6358,35207,29111,27364895806.77595,1.7796286935958778,9.153987191062976
mk2,MY2217TS01,KOC,Kuwait,2022-05-02,Recieval From Agilent,MY2217TS01,,,4970,5900,32816.4,27775.17,2599325,1.8936475176323508,9.186066659496964
mk2,MY2216TS05,KOC,Kuwait,2022-05-03,Recieval from Agilent,MY2216TS05,,,5470,6650,30801.8,29539,28391928657.434948,1.8505209344502023,8.964962270477738
mk2,TS002,Ziltek R&D,Australia,2022-04-27,Pre-project (AD),TS002,s,,5100,4500,41612.2,26229.99,23919194623.086956,1.4856077570731347,8.20741942793156
mk2,MY2214TS01,KOC,Kuwait,2022-04-20,Arrival from Agilent,MY2214TS01,,,3015,5020,41489.4,29095.9,29055372667.78097,1.467438196801359,8.695784121887023
mk2,MY2213TS01,KOC,Kuwait,2022-04-21,Recieval from Agilent,MY2213TS01,,,3040,4300,32864.04,25180,28189617405.168945,1.4174751558590912,9.029230437633693
mk2,MY2203TS02,KOC,Kuwait,2022-02-25,received from Agilent,MY2203TS02,,,3000,4400,39144.28,34642.84,4720567.5,1.510879408692153,9.20737068671182
mk2,MY2207TS04,KOC,Kuwait,2022-03-18,Recieval from Agilent,MY2207TS04,,,3200,2650,40810,28210.4,2967884.25,1.166453790932972,8.982152788469776
mk2,MY2142TS02,Kuwait,Kuwait,2021-11-04,Arrived from Agilent,MY2142TS02,,,,,32501.09,31409.92,2874581.5,2.1754207433327473,9.753704136496092
mk2,MY2140TS01,Kuwait,Kuwait,2021-11-01,Recieval from Agilent,MY2140TS01,,,,,34842.43,2689.69,,,
mk2,Sheet1,,,,,,,,,,,,,,
mk2,Sheet4,,,,,,,,,,,,,,
mk2,Sheet2,,,,,,,,,,,,,,
mk2,Sheet5,,,,,,,,,,,,,,
mk2,Sheet7,,,,,,,,,,,,,,
